state,x,y
on,0.740185972349054,0.08144656653081914
on,0.740237906693216,0.08643338953561545
on,0.7404238440435402,0.09140695124241545
on,0.7407432747586737,0.09635361946428884
on,0.7411953233012298,0.10125983572747817
on,0.7417787506375747,0.10611215243423291
on,0.7424919576339333,0.1108972697217403
on,0.7433329894395025,0.11560207191612468
on,0.7442995408445632,0.120213663481598
on,0.7453889625988979,0.12471940436622714
on,0.7465982686732029,0.12910694464743752
on,0.7479241444435863,0.13336425838229254
on,0.7493629557767221,0.13747967656976723
on,0.7509107589907565,0.14144191913466891
on,0.7525633116646665,0.14524012584553925
on,0.7543160842664405,0.14886388608179393
on,0.7561642725682105,0.15230326736850985
on,0.7581028108143076,0.15554884260064855
on,0.7601263856061453,0.15859171588209595
on,0.7622294504658761,0.16142354690869506
on,0.7644062410389016,0.16403657382844022
on,0.7666507908935684,0.16642363451617362
on,0.7689569478747411,0.1685781862044728
on,0.7713183909664337,0.1704943234169211
on,0.7737286476172737,0.17216679415460834
on,0.7761811114813157,0.17359101429149448
on,0.7786690605255775,0.17476308013918068
on,0.7811856754546638,0.1756797791466477
on,0.7837240584019816,0.17633859870563506
on,0.7862772518363134,0.17673773303752555
on,0.7888382576319257,0.17687608814285896
on,0.7914000562499462,0.1767532847999085
on,0.7939556259784315,0.17636965960410128
on,0.7964979621783911,0.17572626404543348
on,0.7990200964830165,0.1748248616264096
on,0.8015151158974904,0.17366792302840442
on,0.803976181747024,0.17225861933969727
on,0.8063965484211907,0.17060081336373945
on,0.8087695818631739,0.1686990490314783
on,0.8110887777532569,0.16655853894675854
on,0.8133477793367103,0.16418515009893742
on,0.815540394847215,0.1615853877818745
on,0.8176606144780636,0.15876637776337366
on,0.8197026268546226,0.15573584675394858
on,0.8216608349629064,0.15250210122844648
on,0.8235298714906036,0.14907400465857787
on,0.8253046135385069,0.14546095321875666
on,0.8269801966620238,0.14167285003183933
on,0.828552028204281,0.13772007802535338
on,0.830015799884278,0.13361347147261474
on,0.8313674996055854,0.12936428629673774
on,0.8326034224532225,0.12498416921893227
on,0.833720180848572,0.12048512583565033
on,0.8347147138344971,0.11587948771208094
on,0.8355842954652126,0.11117987858218666
on,0.8363265422779125,0.10639917974792681
on,0.8369394198256761,0.10155049477250375
on,0.8374212482537456,0.0966471135644072
on,0.8377707069038912,0.09170247595069868
on,0.8379868379342434,0.08673013483937982
on,0.8380690489446712,0.0817437190718135
on,0.8380171146005092,0.0767568960670172
on,0.837831177250185,0.07178333436021717
on,0.8375117465350514,0.0668366661383438
on,0.8370596979924954,0.06193044987515449
on,0.8364762706561505,0.05707813316839974
on,0.8357630636597919,0.0522930158808923
on,0.8349220318542226,0.047588213686507945
on,0.833955480449162,0.04297662212103467
on,0.8328660586948273,0.03847088123640553
on,0.8316567526205223,0.03408334095519508
on,0.8303308768501388,0.029826027220340064
on,0.8288920655170031,0.0257106090328654
on,0.8273442623029686,0.02174836646796375
on,0.8256917096290587,0.017950159757093367
on,0.8239389370272847,0.014326399520838695
on,0.8220907487255147,0.010887018234122803
on,0.8201522104794176,0.00764144300198405
on,0.8181286356875799,0.0045985697205366965
on,0.8160255708278491,0.0017667386939375501
on,0.8138487802548235,-0.0008462882258075816
on,0.8116042304001568,-0.00323334891354099
on,0.809298073418984,-0.005387900601840176
on,0.8069366303272915,-0.0073040378142884554
on,0.8045263736764515,-0.008976508551975695
on,0.8020739098124094,-0.010400728688861854
on,0.7995859607681477,-0.011572794536548026
on,0.7970693458390614,-0.01248949354401506
on,0.7945309628917436,-0.01314831310300242
on,0.7919777694574118,-0.013547447434892917
on,0.7894167636617995,-0.013685802540226333
on,0.7868549650437789,-0.013562999197275882
on,0.7842993953152937,-0.013179374001468638
on,0.7817570591153341,-0.012535978442800869
on,0.7792349248107087,-0.01163457602377696
on,0.7767399053962349,-0.010477637425771805
on,0.7742788395467012,-0.009068333737064657
on,0.7718584728725345,-0.007410527761106803
on,0.7694854394305513,-0.005508763428845667
on,0.7671662435404683,-0.003368253344125924
on,0.7649072419570149,-0.0009948644963047731
on,0.7627146264465102,0.0016048978207581083
on,0.7605944068156616,0.004423907839258959
on,0.7585523944391026,0.007454438848684006
on,0.7565941863308188,0.010688184374186172
on,0.7547251498031216,0.014116280944054746
on,0.7529504077552183,0.017729332383875904
on,0.7512748246317014,0.021517435570793317
on,0.7497029930894442,0.02547020757727924
on,0.7482392214094472,0.02957681413001792
on,0.7468875216881398,0.03382599930589485
on,0.7456515988405027,0.03820611638370035
on,0.7445348404451532,0.04270515976698228
on,0.7435403074592281,0.04731079789055168
on,0.7426707258285126,0.052010407020445966
on,0.7419284790158127,0.05679110585470584
on,0.7413156014680491,0.06163979083012883
on,0.7408337730399795,0.06654317203822542
on,0.740484314389834,0.0714878096519339
on,0.7402681833594817,0.07646015076325288
on,0.740185972349054,0.08144656653081911
off,1.2758647500889582,-0.6018522518198725
off,1.2678354345673777,-0.5942384141658076
off,1.2599202328831145,-0.5865471213702461
off,1.2521408400538059,-0.5787994547321254
off,1.2445185788544584,-0.5710166500671668
off,1.2370743413732024,-0.5632200395019811
off,1.2298285317475315,-0.5554309930041913
off,1.2228010102379796,-0.5476708598088381
off,1.2160110387925271,-0.5399609099016098
off,1.2094772282509412,-0.5323222757192899
off,1.2032174873337564,-0.5247758942272173
off,1.197248973555718,-0.5173424495325191
off,1.191588046198225,-0.5100423161904112
off,1.1862502214696777,-0.502895503358958
off,1.1812501299766298,-0.4959215999553621
off,1.1766014766223118,-0.48913972096410235
off,1.1723170030424437,-0.48256845504409124
off,1.1684084526812977,-0.4762258135784524
off,1.1648865386037337,-0.47012918130657155
off,1.1617609141314336,-0.4642952686737343
off,1.1590401463838158,-0.4587400660289568
off,1.1567316927961586,-0.4534787997965511
off,1.154841880679287,-0.448525890741554
off,1.1533758898768545,-0.4438949144434129
off,1.1523377385677502,-0.4395985640862657
off,1.1517302722525515,-0.43564861566780566
off,1.1515551559542043,-0.43205589572209024
off,1.15181286965431,-0.42883025164476385
off,1.1525027069775298,-0.4259805247020305
off,1.153622777127711,-0.42351452579735827
off,1.1551700100704267,-0.4214390140623353
off,1.1571401649477284,-0.4197596783303603
off,1.159527841702041,-0.41848112154394546
off,1.162326495877346,-0.4176068481383708
off,1.1655284565570811,-0.4171392544362711
off,1.1691249473895886,-0.4170796220794817
off,1.1731061106434861,-0.4174281145161477
off,1.1774610342270213,-0.41818377655272354
off,1.182177781597359,-0.4193445369720923
off,1.1872434244778145,-0.42090721421062816
off,1.1926440782933607,-0.42286752507864045
off,1.198364940227284,-0.42522009650029957
off,1.2043903297946756,-0.427958480240864
off,1.2107037318215514,-0.4310751705808436
off,1.2172878417117947,-0.4345616248886549
off,1.2241246128778522,-0.4384082870353807
off,1.231195306205176,-0.4426046135874551
off,1.2384805414148334,-0.4471391027054818
off,1.2459603501835057,-0.4519993256699768
off,1.2536142308752727,-0.45717196094762447
off,1.2614212047351734,-0.4626428307046742
off,1.2693598733905136,-0.46839693966739737
off,1.2774084775023191,-0.47441851622309045
off,1.2855449564061712,-0.48069105564896875
off,1.2937470085789542,-0.4871973653504651
off,1.30199215276578,-0.4939196119849355
off,1.3102577895995455,-0.5008393703416126
off,1.3185212635442267,-0.5079376738438273
off,1.3267599249921285,-0.5151950665350769
off,1.334951192344884,-0.5225916564064499
off,1.343072613908048,-0.5301071699192398
off,1.3511019294296285,-0.5377210075733045
off,1.3590171311138917,-0.5454123003688661
off,1.3667965239432003,-0.5531599670069868
off,1.3744187851425476,-0.5609427716719453
off,1.3818630226238036,-0.5687393822371312
off,1.3891088322494747,-0.5765284287349209
