traj_id,time,x1,x2,amoc_strength,label
1,1.0,0.9462774679724646,-0.11105798712839032,10.151681159414188,on
1,2.0,0.9484132780977106,-0.11055061254645437,9.716337577075379,on
1,3.0,0.9520188473877198,-0.10727427849528226,9.262030701181917,on
1,4.0,0.9563282781016511,-0.10244978869564392,8.743326898735255,on
1,5.0,0.9577716077136671,-0.09252081163179326,8.551238234800401,on
1,6.0,0.9585075173676785,-0.08072385531308868,8.641423044877827,on
1,7.0,0.9570333740794794,-0.06585077740996326,8.896530970249758,on
1,8.0,0.9533871899192974,-0.04672458644503763,8.776902539895719,on
1,9.0,0.9516277088784051,-0.030231606258908528,9.227863974803366,on
1,10.0,0.9514801929692922,-0.018484162272109472,10.184573012036854,on
1,11.0,0.9493492853946464,-0.004730144707494333,10.05225146403765,on
1,12.0,0.9448176639814534,0.00981673693838303,10.033798064324001,on
1,13.0,0.9406151732698405,0.02590718997979735,10.498695671095245,on
1,14.0,0.9351784788618644,0.04094931963989268,11.07048287744436,on
1,15.0,0.9319155961319225,0.053305902338095734,11.174190302822051,on
1,16.0,0.9298752773554426,0.06595150555869367,11.12599902083793,on
1,17.0,0.925106973808191,0.08414391940917199,11.058812263573063,on
1,18.0,0.9194720955201845,0.09849243964131915,11.8012454357157,on
1,19.0,0.9179130199706478,0.11099245641932498,12.207987911293785,on
1,20.0,0.9143379844917234,0.1279815017746273,13.12105578966027,on
1,21.0,0.9113628540386784,0.14567390709173367,13.903435789289283,on
1,22.0,0.9088348183754462,0.1584951691664287,14.277427274577803,on
1,23.0,0.9019281225876981,0.17282586471755224,14.028914187775962,on
1,24.0,0.8992667290978176,0.18041957636376793,14.261197335156249,on
1,25.0,0.8949018899669099,0.18847982965569088,13.910120747954503,on
1,26.0,0.8914694368092952,0.19676165083834007,14.222156465605865,on
1,27.0,0.8859351600744176,0.2037718414057892,14.233511751923736,on
1,28.0,0.8841542668984843,0.20541167722628728,14.82353577637066,on
1,29.0,0.8799165520211645,0.2105392936768311,14.85587810099403,on
1,30.0,0.8779108483432196,0.21398003921481745,14.365730290490307,on
1,31.0,0.8745113799531055,0.21816660756493889,13.890065430883336,on
1,32.0,0.876279407556801,0.2171199813494482,13.584417127773627,on
1,33.0,0.878985740781296,0.21642772178894631,13.553934229856047,on
1,34.0,0.8830841797201074,0.2148619543545891,13.225228593652911,on
1,35.0,0.8888499733442572,0.21446299620710363,12.84969634928137,on
